draw,date,ad_date,numbers,price,lottery_type
108000209,108/08/31,2019-08-31,"03,10,26,35,36",8000000,daily_cash
108000210,108/09/02,2019-09-02,"01,02,11,12,15",8000000,daily_cash
108000211,108/09/03,2019-09-03,"02,03,24,25,32",8000000,daily_cash
108000212,108/09/04,2019-09-04,"06,09,11,13,15",8000000,daily_cash
108000213,108/09/05,2019-09-05,"17,24,26,28,39",8000000,daily_cash
108000214,108/09/06,2019-09-06,"03,06,15,18,26",8000000,daily_cash
108000215,108/09/07,2019-09-07,"01,02,29,34,35",8000000,daily_cash
108000216,108/09/09,2019-09-09,"01,03,09,10,31",8000000,daily_cash
108000217,108/09/10,2019-09-10,"12,15,23,31,36",8000000,daily_cash
108000218,108/09/11,2019-09-11,"06,08,10,21,25",8000000,daily_cash
108000219,108/09/12,2019-09-12,"12,23,27,30,37",8000000,daily_cash
108000220,108/09/13,2019-09-13,"04,14,16,31,35",8000000,daily_cash
108000221,108/09/14,2019-09-14,"02,04,24,35,37",8000000,daily_cash
108000222,108/09/16,2019-09-16,"10,20,24,38,39",8000000,daily_cash
108000223,108/09/17,2019-09-17,"08,10,15,25,37",8000000,daily_cash
108000224,108/09/18,2019-09-18,"04,16,22,23,32",8000000,daily_cash
108000225,108/09/19,2019-09-19,"07,25,28,32,35",8000000,daily_cash
108000226,108/09/20,2019-09-20,"20,23,24,27,38",8000000,daily_cash
108000227,108/09/21,2019-09-21,"07,12,21,29,39",8000000,daily_cash
108000228,108/09/23,2019-09-23,"18,28,30,33,34",8000000,daily_cash
108000229,108/09/24,2019-09-24,"11,15,18,24,37",8000000,daily_cash
108000230,108/09/25,2019-09-25,"03,06,20,29,36",8000000,daily_cash
108000231,108/09/26,2019-09-26,"02,12,18,22,38",8000000,daily_cash
108000232,108/09/27,2019-09-27,"08,11,26,32,38",8000000,daily_cash
108000233,108/09/28,2019-09-28,"02,14,23,27,38",8000000,daily_cash
108000234,108/09/30,2019-09-30,"04,15,16,26,34",8000000,daily_cash
108000235,108/10/01,2019-10-01,"05,25,28,37,39",8000000,daily_cash
108000236,108/10/02,2019-10-02,"03,11,24,27,29",8000000,daily_cash
108000237,108/10/03,2019-10-03,"07,24,28,31,36",8000000,daily_cash
108000238,108/10/04,2019-10-04,"01,02,13,22,36",8000000,daily_cash
108000239,108/10/05,2019-10-05,"08,11,12,13,15",8000000,daily_cash
108000240,108/10/07,2019-10-07,"01,13,16,18,26",8000000,daily_cash
108000241,108/10/08,2019-10-08,"01,02,12,29,32",8000000,daily_cash
108000242,108/10/09,2019-10-09,"01,08,19,20,36",8000000,daily_cash
108000243,108/10/10,2019-10-10,"17,26,29,31,35",8000000,daily_cash
108000244,108/10/11,2019-10-11,"01,15,24,28,35",8000000,daily_cash
108000245,108/10/12,2019-10-12,"06,11,15,26,39",8000000,daily_cash
108000246,108/10/14,2019-10-14,"10,14,17,27,28",8000000,daily_cash
108000247,108/10/15,2019-10-15,"06,19,23,25,26",8000000,daily_cash
108000248,108/10/16,2019-10-16,"01,02,11,33,34",8000000,daily_cash
108000249,108/10/17,2019-10-17,"05,18,21,31,37",8000000,daily_cash
108000250,108/10/18,2019-10-18,"03,04,11,26,28",8000000,daily_cash
108000251,108/10/19,2019-10-19,"09,11,12,25,37",8000000,daily_cash
108000252,108/10/21,2019-10-21,"24,25,27,32,39",8000000,daily_cash
108000253,108/10/22,2019-10-22,"05,22,24,25,38",8000000,daily_cash
108000254,108/10/23,2019-10-23,"12,18,26,30,34",8000000,daily_cash
108000255,108/10/24,2019-10-24,"03,13,16,25,29",8000000,daily_cash
108000256,108/10/25,2019-10-25,"05,23,26,31,32",8000000,daily_cash
108000257,108/10/26,2019-10-26,"03,15,20,25,35",8000000,daily_cash
108000258,108/10/28,2019-10-28,"02,03,23,26,31",8000000,daily_cash
108000259,108/10/29,2019-10-29,"01,03,23,28,36",8000000,daily_cash
108000260,108/10/30,2019-10-30,"01,07,10,25,26",8000000,daily_cash
108000261,108/10/31,2019-10-31,"02,23,30,32,37",8000000,daily_cash
108000262,108/11/01,2019-11-01,"04,16,26,27,29",8000000,daily_cash
108000263,108/11/02,2019-11-02,"09,10,12,25,32",8000000,daily_cash
108000264,108/11/04,2019-11-04,"14,23,28,32,34",8000000,daily_cash
108000265,108/11/05,2019-11-05,"02,14,22,30,34",8000000,daily_cash
108000266,108/11/06,2019-11-06,"01,04,06,27,38",8000000,daily_cash
108000267,108/11/07,2019-11-07,"10,11,17,22,32",8000000,daily_cash
108000268,108/11/08,2019-11-08,"07,19,20,22,31",8000000,daily_cash
108000269,108/11/09,2019-11-09,"01,18,19,21,33",8000000,daily_cash
108000270,108/11/11,2019-11-11,"22,23,27,29,39",8000000,daily_cash
108000271,108/11/12,2019-11-12,"02,08,18,19,28",8000000,daily_cash
108000272,108/11/13,2019-11-13,"06,16,26,35,38",8000000,daily_cash
108000273,108/11/14,2019-11-14,"03,06,12,14,31",8000000,daily_cash
108000274,108/11/15,2019-11-15,"16,19,26,27,29",8000000,daily_cash
108000275,108/11/16,2019-11-16,"03,11,23,24,29",8000000,daily_cash
108000276,108/11/18,2019-11-18,"03,05,10,11,32",8000000,daily_cash
108000277,108/11/19,2019-11-19,"05,18,33,36,38",8000000,daily_cash
108000278,108/11/20,2019-11-20,"01,04,22,32,34",8000000,daily_cash
108000279,108/11/21,2019-11-21,"01,03,15,26,39",8000000,daily_cash
108000280,108/11/22,2019-11-22,"13,14,21,24,36",8000000,daily_cash
108000281,108/11/23,2019-11-23,"04,08,11,12,22",8000000,daily_cash
108000282,108/11/25,2019-11-25,"11,16,19,20,25",8000000,daily_cash
108000283,108/11/26,2019-11-26,"10,14,28,35,37",8000000,daily_cash
108000284,108/11/27,2019-11-27,"05,20,21,24,34",8000000,daily_cash
108000285,108/11/28,2019-11-28,"07,13,14,21,39",8000000,daily_cash
108000286,108/11/29,2019-11-29,"01,04,08,17,29",8000000,daily_cash
108000287,108/11/30,2019-11-30,"01,13,17,29,34",8000000,daily_cash
108000288,108/12/02,2019-12-02,"02,06,20,25,26",8000000,daily_cash
108000289,108/12/03,2019-12-03,"04,11,16,22,23",8000000,daily_cash
108000290,108/12/04,2019-12-04,"04,09,20,23,24",8000000,daily_cash
108000291,108/12/05,2019-12-05,"03,23,27,29,34",8000000,daily_cash
108000292,108/12/06,2019-12-06,"06,09,17,27,39",8000000,daily_cash
108000293,108/12/07,2019-12-07,"11,16,27,34,35",8000000,daily_cash
108000294,108/12/09,2019-12-09,"12,20,23,32,39",8000000,daily_cash
108000295,108/12/10,2019-12-10,"09,11,29,37,38",8000000,daily_cash
108000296,108/12/11,2019-12-11,"06,18,27,34,37",8000000,daily_cash
108000297,108/12/12,2019-12-12,"01,05,20,26,28",8000000,daily_cash
108000298,108/12/13,2019-12-13,"08,11,25,32,34",8000000,daily_cash
108000299,108/12/14,2019-12-14,"09,20,23,26,39",8000000,daily_cash
108000300,108/12/16,2019-12-16,"10,22,25,32,37",8000000,daily_cash
108000301,108/12/17,2019-12-17,"03,22,28,33,39",8000000,daily_cash
108000302,108/12/18,2019-12-18,"02,15,19,30,33",8000000,daily_cash
108000303,108/12/19,2019-12-19,"01,10,28,36,37",8000000,daily_cash
108000304,108/12/20,2019-12-20,"01,25,28,31,32",8000000,daily_cash
108000305,108/12/21,2019-12-21,"01,19,23,31,32",8000000,daily_cash
108000306,108/12/23,2019-12-23,"06,13,16,22,34",8000000,daily_cash
108000307,108/12/24,2019-12-24,"22,23,28,36,38",8000000,daily_cash
108000308,108/12/25,2019-12-25,"07,09,13,14,37",8000000,daily_cash
108000309,108/12/26,2019-12-26,"02,14,21,27,38",8000000,daily_cash
108000310,108/12/27,2019-12-27,"07,13,32,33,38",8000000,daily_cash
108000311,108/12/28,2019-12-28,"06,22,30,36,39",8000000,daily_cash
108000312,108/12/30,2019-12-30,"08,10,14,16,20",8000000,daily_cash
108000313,108/12/31,2019-12-31,"01,14,25,26,32",8000000,daily_cash
109000001,109/01/01,2020-01-01,"01,22,26,27,39",8000000,daily_cash
109000002,109/01/02,2020-01-02,"01,06,11,23,27",8000000,daily_cash
109000003,109/01/03,2020-01-03,"01,03,08,18,31",8000000,daily_cash
109000004,109/01/04,2020-01-04,"23,25,29,30,32",8000000,daily_cash
109000005,109/01/06,2020-01-06,"14,16,27,28,34",8000000,daily_cash
109000006,109/01/07,2020-01-07,"10,11,28,37,38",8000000,daily_cash
109000007,109/01/08,2020-01-08,"04,06,10,12,26",8000000,daily_cash
109000008,109/01/09,2020-01-09,"04,13,20,30,36",8000000,daily_cash
109000009,109/01/10,2020-01-10,"02,05,10,21,29",8000000,daily_cash
109000010,109/01/11,2020-01-11,"03,14,16,25,34",8000000,daily_cash
109000011,109/01/13,2020-01-13,"11,13,24,28,35",8000000,daily_cash
109000012,109/01/14,2020-01-14,"10,27,36,37,39",8000000,daily_cash
109000013,109/01/15,2020-01-15,"10,17,19,35,39",8000000,daily_cash
109000014,109/01/16,2020-01-16,"03,04,05,10,33",8000000,daily_cash
109000015,109/01/17,2020-01-17,"04,17,18,22,32",8000000,daily_cash
109000016,109/01/18,2020-01-18,"06,14,22,28,37",8000000,daily_cash
109000017,109/01/20,2020-01-20,"04,21,28,35,38",8000000,daily_cash
109000018,109/01/21,2020-01-21,"10,17,27,29,32",8000000,daily_cash
109000019,109/01/22,2020-01-22,"04,11,22,33,36",8000000,daily_cash
109000020,109/01/23,2020-01-23,"01,17,23,33,39",8000000,daily_cash
109000021,109/01/24,2020-01-24,"03,07,27,35,39",8000000,daily_cash
109000022,109/01/25,2020-01-25,"05,12,13,20,26",8000000,daily_cash
109000023,109/01/27,2020-01-27,"01,09,14,27,39",8000000,daily_cash
109000024,109/01/28,2020-01-28,"01,02,18,33,39",8000000,daily_cash
109000025,109/01/29,2020-01-29,"10,15,19,28,30",8000000,daily_cash
109000026,109/01/30,2020-01-30,"08,10,16,24,34",8000000,daily_cash
109000027,109/01/31,2020-01-31,"08,11,17,27,31",8000000,daily_cash
109000028,109/02/01,2020-02-01,"04,07,13,20,24",8000000,daily_cash
109000029,109/02/03,2020-02-03,"01,03,21,24,34",8000000,daily_cash
109000030,109/02/04,2020-02-04,"12,29,35,37,38",8000000,daily_cash
109000031,109/02/05,2020-02-05,"02,04,23,31,38",8000000,daily_cash
109000032,109/02/06,2020-02-06,"01,03,07,23,39",8000000,daily_cash
109000033,109/02/07,2020-02-07,"08,13,20,25,29",8000000,daily_cash
109000034,109/02/08,2020-02-08,"12,23,26,27,33",8000000,daily_cash
109000035,109/02/10,2020-02-10,"08,23,24,31,39",8000000,daily_cash
109000036,109/02/11,2020-02-11,"05,12,19,27,28",8000000,daily_cash
109000037,109/02/12,2020-02-12,"17,19,23,33,35",8000000,daily_cash
109000038,109/02/13,2020-02-13,"01,17,28,35,38",8000000,daily_cash
109000039,109/02/14,2020-02-14,"04,13,25,26,36",8000000,daily_cash
109000040,109/02/15,2020-02-15,"05,08,18,29,33",8000000,daily_cash
109000041,109/02/17,2020-02-17,"02,18,30,35,36",8000000,daily_cash
109000042,109/02/18,2020-02-18,"01,05,06,09,31",8000000,daily_cash
109000043,109/02/19,2020-02-19,"02,06,20,24,34",8000000,daily_cash
109000044,109/02/20,2020-02-20,"05,10,20,27,36",8000000,daily_cash
109000045,109/02/21,2020-02-21,"04,08,20,23,27",8000000,daily_cash
109000046,109/02/22,2020-02-22,"13,18,19,36,37",8000000,daily_cash
109000047,109/02/24,2020-02-24,"01,02,23,29,30",8000000,daily_cash
109000048,109/02/25,2020-02-25,"05,09,10,11,22",8000000,daily_cash
109000049,109/02/26,2020-02-26,"02,05,15,19,26",8000000,daily_cash
109000050,109/02/27,2020-02-27,"17,19,28,35,36",8000000,daily_cash
109000051,109/02/28,2020-02-28,"04,10,12,17,21",8000000,daily_cash
109000052,109/02/29,2020-02-29,"07,17,20,27,39",8000000,daily_cash
109000053,109/03/02,2020-03-02,"05,06,10,26,27",8000000,daily_cash
109000054,109/03/03,2020-03-03,"03,07,15,16,29",8000000,daily_cash
109000055,109/03/04,2020-03-04,"02,07,09,17,27",8000000,daily_cash
109000056,109/03/05,2020-03-05,"10,20,23,28,31",8000000,daily_cash
109000057,109/03/06,2020-03-06,"08,11,13,15,29",8000000,daily_cash
109000058,109/03/07,2020-03-07,"09,10,12,17,20",8000000,daily_cash
109000059,109/03/09,2020-03-09,"06,11,18,27,28",8000000,daily_cash
109000060,109/03/10,2020-03-10,"16,26,27,33,34",8000000,daily_cash
109000061,109/03/11,2020-03-11,"07,09,12,14,16",8000000,daily_cash
109000062,109/03/12,2020-03-12,"01,18,20,24,37",8000000,daily_cash
109000063,109/03/13,2020-03-13,"03,05,10,13,29",8000000,daily_cash
109000064,109/03/14,2020-03-14,"02,06,17,20,30",8000000,daily_cash
109000065,109/03/16,2020-03-16,"01,09,11,21,32",8000000,daily_cash
109000066,109/03/17,2020-03-17,"07,16,22,29,37",8000000,daily_cash
109000067,109/03/18,2020-03-18,"05,09,20,30,38",8000000,daily_cash
109000068,109/03/19,2020-03-19,"03,11,30,32,34",8000000,daily_cash
109000069,109/03/20,2020-03-20,"10,16,20,33,39",8000000,daily_cash
109000070,109/03/21,2020-03-21,"03,07,16,22,31",8000000,daily_cash
109000071,109/03/23,2020-03-23,"05,06,16,27,31",8000000,daily_cash
109000072,109/03/24,2020-03-24,"09,12,25,26,30",8000000,daily_cash
109000073,109/03/25,2020-03-25,"05,08,23,29,32",8000000,daily_cash
109000074,109/03/26,2020-03-26,"03,19,27,28,30",8000000,daily_cash
109000075,109/03/27,2020-03-27,"13,19,22,30,38",8000000,daily_cash
109000076,109/03/28,2020-03-28,"04,07,18,27,29",8000000,daily_cash
109000077,109/03/30,2020-03-30,"01,02,07,24,35",8000000,daily_cash
109000078,109/03/31,2020-03-31,"06,09,24,27,37",8000000,daily_cash
109000079,109/04/01,2020-04-01,"07,20,23,31,35",8000000,daily_cash
109000080,109/04/02,2020-04-02,"10,11,27,28,29",8000000,daily_cash
109000081,109/04/03,2020-04-03,"03,08,15,17,38",8000000,daily_cash
109000082,109/04/04,2020-04-04,"04,13,21,27,32",8000000,daily_cash
109000083,109/04/06,2020-04-06,"03,06,16,29,30",8000000,daily_cash
109000084,109/04/07,2020-04-07,"02,12,13,23,28",8000000,daily_cash
109000085,109/04/08,2020-04-08,"12,26,27,28,34",8000000,daily_cash
109000086,109/04/09,2020-04-09,"01,06,19,24,27",8000000,daily_cash
109000087,109/04/10,2020-04-10,"06,08,11,23,39",8000000,daily_cash
109000088,109/04/11,2020-04-11,"14,15,18,21,36",8000000,daily_cash
109000089,109/04/13,2020-04-13,"03,23,25,35,36",8000000,daily_cash
109000090,109/04/14,2020-04-14,"08,29,33,37,38",8000000,daily_cash
109000091,109/04/15,2020-04-15,"04,07,10,22,28",8000000,daily_cash
109000092,109/04/16,2020-04-16,"09,17,28,33,36",8000000,daily_cash
109000093,109/04/17,2020-04-17,"15,16,25,33,36",8000000,daily_cash
109000094,109/04/18,2020-04-18,"20,26,30,31,32",8000000,daily_cash
109000095,109/04/20,2020-04-20,"03,08,11,23,32",8000000,daily_cash
109000096,109/04/21,2020-04-21,"01,17,20,32,38",8000000,daily_cash
109000097,109/04/22,2020-04-22,"05,06,09,30,31",8000000,daily_cash
109000098,109/04/23,2020-04-23,"03,15,18,26,33",8000000,daily_cash
109000099,109/04/24,2020-04-24,"03,04,21,28,30",8000000,daily_cash
109000100,109/04/25,2020-04-25,"02,07,11,14,32",8000000,daily_cash
109000101,109/04/27,2020-04-27,"08,23,24,34,36",8000000,daily_cash
109000102,109/04/28,2020-04-28,"01,07,09,21,23",8000000,daily_cash
109000103,109/04/29,2020-04-29,"05,10,29,32,33",8000000,daily_cash
109000104,109/04/30,2020-04-30,"03,17,18,23,31",8000000,daily_cash
109000105,109/05/01,2020-05-01,"02,09,13,14,27",8000000,daily_cash
109000106,109/05/02,2020-05-02,"17,23,26,27,36",8000000,daily_cash
109000107,109/05/04,2020-05-04,"05,13,30,35,39",8000000,daily_cash
109000108,109/05/05,2020-05-05,"14,16,24,26,29",8000000,daily_cash
109000109,109/05/06,2020-05-06,"02,04,25,29,39",8000000,daily_cash
109000110,109/05/07,2020-05-07,"09,14,16,25,34",8000000,daily_cash
109000111,109/05/08,2020-05-08,"04,05,08,22,36",8000000,daily_cash
109000112,109/05/09,2020-05-09,"07,09,13,25,33",8000000,daily_cash
109000113,109/05/11,2020-05-11,"05,18,25,26,38",8000000,daily_cash
109000114,109/05/12,2020-05-12,"08,13,21,32,36",8000000,daily_cash
109000115,109/05/13,2020-05-13,"02,03,12,18,22",8000000,daily_cash
109000116,109/05/14,2020-05-14,"02,08,11,16,17",8000000,daily_cash
109000117,109/05/15,2020-05-15,"05,12,20,27,30",8000000,daily_cash
109000118,109/05/16,2020-05-16,"04,07,09,24,30",8000000,daily_cash
109000119,109/05/18,2020-05-18,"05,07,08,36,38",8000000,daily_cash
109000120,109/05/19,2020-05-19,"01,02,05,21,25",8000000,daily_cash
109000121,109/05/20,2020-05-20,"08,22,23,28,29",8000000,daily_cash
109000122,109/05/21,2020-05-21,"02,25,27,35,39",8000000,daily_cash
109000123,109/05/22,2020-05-22,"05,12,15,22,30",8000000,daily_cash
109000124,109/05/23,2020-05-23,"17,20,26,35,38",8000000,daily_cash
109000125,109/05/25,2020-05-25,"03,07,09,18,37",8000000,daily_cash
109000126,109/05/26,2020-05-26,"06,14,20,21,26",8000000,daily_cash
109000127,109/05/27,2020-05-27,"05,10,25,26,38",8000000,daily_cash
109000128,109/05/28,2020-05-28,"05,08,17,26,34",8000000,daily_cash
109000129,109/05/29,2020-05-29,"08,13,23,25,37",8000000,daily_cash
109000130,109/05/30,2020-05-30,"08,16,17,21,27",8000000,daily_cash
109000131,109/06/01,2020-06-01,"12,13,15,18,24",8000000,daily_cash
109000132,109/06/02,2020-06-02,"10,14,17,24,26",8000000,daily_cash
109000133,109/06/03,2020-06-03,"03,20,28,34,36",8000000,daily_cash
109000134,109/06/04,2020-06-04,"14,18,22,27,33",8000000,daily_cash
109000135,109/06/05,2020-06-05,"04,08,12,34,37",8000000,daily_cash
109000136,109/06/06,2020-06-06,"19,29,31,35,39",8000000,daily_cash
109000137,109/06/08,2020-06-08,"04,07,22,29,39",8000000,daily_cash
109000138,109/06/09,2020-06-09,"03,19,25,32,36",8000000,daily_cash
109000139,109/06/10,2020-06-10,"02,22,29,34,38",8000000,daily_cash
109000140,109/06/11,2020-06-11,"05,06,14,19,30",8000000,daily_cash
109000141,109/06/12,2020-06-12,"10,16,17,24,27",8000000,daily_cash
109000142,109/06/13,2020-06-13,"09,11,23,30,38",8000000,daily_cash
109000143,109/06/15,2020-06-15,"10,16,18,26,32",8000000,daily_cash
109000144,109/06/16,2020-06-16,"10,20,21,24,30",8000000,daily_cash
109000145,109/06/17,2020-06-17,"06,22,23,25,26",8000000,daily_cash
109000146,109/06/18,2020-06-18,"12,17,26,38,39",8000000,daily_cash
109000147,109/06/19,2020-06-19,"05,09,10,21,37",8000000,daily_cash
109000148,109/06/20,2020-06-20,"04,08,19,24,36",8000000,daily_cash
109000149,109/06/22,2020-06-22,"18,19,22,26,30",8000000,daily_cash
109000150,109/06/23,2020-06-23,"22,23,24,33,38",8000000,daily_cash
109000151,109/06/24,2020-06-24,"01,11,14,15,30",8000000,daily_cash
109000152,109/06/25,2020-06-25,"19,24,27,29,33",8000000,daily_cash
109000153,109/06/26,2020-06-26,"14,16,20,26,38",8000000,daily_cash
109000154,109/06/27,2020-06-27,"18,24,30,34,38",8000000,daily_cash
109000155,109/06/29,2020-06-29,"07,18,22,27,31",8000000,daily_cash
109000156,109/06/30,2020-06-30,"01,11,13,17,31",8000000,daily_cash
109000157,109/07/01,2020-07-01,"01,05,08,29,30",8000000,daily_cash
109000158,109/07/02,2020-07-02,"01,02,06,09,35",8000000,daily_cash
109000159,109/07/03,2020-07-03,"06,18,19,21,39",8000000,daily_cash
109000160,109/07/04,2020-07-04,"05,10,26,30,34",8000000,daily_cash
109000161,109/07/06,2020-07-06,"05,11,14,17,23",8000000,daily_cash
109000162,109/07/07,2020-07-07,"04,05,08,19,29",8000000,daily_cash
109000163,109/07/08,2020-07-08,"01,13,21,27,34",8000000,daily_cash
109000164,109/07/09,2020-07-09,"02,09,11,14,35",8000000,daily_cash
109000165,109/07/10,2020-07-10,"01,05,21,29,35",8000000,daily_cash
109000166,109/07/11,2020-07-11,"06,09,33,35,37",8000000,daily_cash
109000167,109/07/13,2020-07-13,"02,07,13,16,37",8000000,daily_cash
109000168,109/07/14,2020-07-14,"07,24,32,36,39",8000000,daily_cash
109000169,109/07/15,2020-07-15,"03,07,20,23,31",8000000,daily_cash
109000170,109/07/16,2020-07-16,"05,07,10,23,37",8000000,daily_cash
109000171,109/07/17,2020-07-17,"04,05,10,21,27",8000000,daily_cash
109000172,109/07/18,2020-07-18,"01,11,19,31,34",8000000,daily_cash
109000173,109/07/20,2020-07-20,"02,22,23,32,39",8000000,daily_cash
109000174,109/07/21,2020-07-21,"02,13,19,32,38",8000000,daily_cash
109000175,109/07/22,2020-07-22,"05,20,30,35,37",8000000,daily_cash
109000176,109/07/23,2020-07-23,"01,10,17,33,37",8000000,daily_cash
109000177,109/07/24,2020-07-24,"04,11,28,32,39",8000000,daily_cash
109000178,109/07/25,2020-07-25,"08,23,24,28,30",8000000,daily_cash
109000179,109/07/27,2020-07-27,"09,18,25,33,37",8000000,daily_cash
109000180,109/07/28,2020-07-28,"05,13,22,25,28",8000000,daily_cash
109000181,109/07/29,2020-07-29,"06,15,24,28,31",8000000,daily_cash
109000182,109/07/30,2020-07-30,"05,16,30,37,38",8000000,daily_cash
109000183,109/07/31,2020-07-31,"14,17,19,20,24",8000000,daily_cash
109000184,109/08/01,2020-08-01,"08,10,16,21,36",8000000,daily_cash
109000185,109/08/03,2020-08-03,"02,06,21,27,29",8000000,daily_cash
109000186,109/08/04,2020-08-04,"04,11,13,25,33",8000000,daily_cash
109000187,109/08/05,2020-08-05,"16,33,34,35,38",8000000,daily_cash
109000188,109/08/06,2020-08-06,"07,09,17,26,37",8000000,daily_cash
109000189,109/08/07,2020-08-07,"05,06,29,30,39",8000000,daily_cash
109000190,109/08/08,2020-08-08,"04,15,18,25,26",8000000,daily_cash
109000191,109/08/10,2020-08-10,"23,24,29,36,39",8000000,daily_cash
109000192,109/08/11,2020-08-11,"01,04,19,23,37",8000000,daily_cash
109000193,109/08/12,2020-08-12,"01,13,20,25,32",8000000,daily_cash
109000194,109/08/13,2020-08-13,"15,17,18,31,33",8000000,daily_cash
109000195,109/08/14,2020-08-14,"04,10,12,17,25",8000000,daily_cash
109000196,109/08/15,2020-08-15,"13,17,18,21,31",8000000,daily_cash
109000197,109/08/17,2020-08-17,"12,18,26,28,30",8000000,daily_cash
109000198,109/08/18,2020-08-18,"04,15,29,33,37",8000000,daily_cash
109000199,109/08/19,2020-08-19,"01,02,04,23,28",8000000,daily_cash
109000200,109/08/20,2020-08-20,"08,14,20,21,30",8000000,daily_cash
109000201,109/08/21,2020-08-21,"03,07,17,30,31",8000000,daily_cash
109000202,109/08/22,2020-08-22,"06,21,26,27,34",8000000,daily_cash
109000203,109/08/24,2020-08-24,"13,14,28,31,35",8000000,daily_cash
109000204,109/08/25,2020-08-25,"11,23,33,36,37",8000000,daily_cash
109000205,109/08/26,2020-08-26,"14,16,21,29,32",8000000,daily_cash
109000206,109/08/27,2020-08-27,"17,24,29,34,39",8000000,daily_cash
109000207,109/08/28,2020-08-28,"02,03,17,28,31",8000000,daily_cash
109000208,109/08/29,2020-08-29,"01,10,16,27,28",8000000,daily_cash
109000209,109/08/31,2020-08-31,"02,06,26,29,36",8000000,daily_cash
109000210,109/09/01,2020-09-01,"15,16,17,23,32",8000000,daily_cash
109000211,109/09/02,2020-09-02,"11,13,20,23,39",8000000,daily_cash
109000212,109/09/03,2020-09-03,"04,07,12,20,33",8000000,daily_cash
109000213,109/09/04,2020-09-04,"04,09,21,23,24",8000000,daily_cash
109000214,109/09/05,2020-09-05,"01,26,31,32,38",8000000,daily_cash
109000215,109/09/07,2020-09-07,"06,11,13,15,29",8000000,daily_cash
109000216,109/09/08,2020-09-08,"01,06,07,12,15",8000000,daily_cash
109000217,109/09/09,2020-09-09,"04,05,20,24,29",8000000,daily_cash
109000218,109/09/10,2020-09-10,"16,27,30,35,38",8000000,daily_cash
109000219,109/09/11,2020-09-11,"03,07,08,33,35",8000000,daily_cash
109000220,109/09/12,2020-09-12,"02,15,19,27,39",8000000,daily_cash
109000221,109/09/14,2020-09-14,"18,19,20,30,38",8000000,daily_cash
109000222,109/09/15,2020-09-15,"01,04,11,25,31",8000000,daily_cash
109000223,109/09/16,2020-09-16,"06,13,15,22,27",8000000,daily_cash
109000224,109/09/17,2020-09-17,"05,14,24,33,39",8000000,daily_cash
109000225,109/09/18,2020-09-18,"06,18,24,27,29",8000000,daily_cash
109000226,109/09/19,2020-09-19,"10,18,19,37,39",8000000,daily_cash
109000227,109/09/21,2020-09-21,"05,10,17,19,34",8000000,daily_cash
109000228,109/09/22,2020-09-22,"17,20,23,24,39",8000000,daily_cash
109000229,109/09/23,2020-09-23,"06,12,17,32,36",8000000,daily_cash
109000230,109/09/24,2020-09-24,"05,10,15,24,27",8000000,daily_cash
109000231,109/09/25,2020-09-25,"01,09,14,17,18",8000000,daily_cash
109000232,109/09/26,2020-09-26,"22,24,27,29,34",8000000,daily_cash
109000233,109/09/28,2020-09-28,"07,20,26,27,30",8000000,daily_cash
109000234,109/09/29,2020-09-29,"06,20,22,30,36",8000000,daily_cash
109000235,109/09/30,2020-09-30,"21,27,28,34,37",8000000,daily_cash
109000236,109/10/01,2020-10-01,"01,06,21,35,36",8000000,daily_cash
109000237,109/10/02,2020-10-02,"17,18,20,24,34",8000000,daily_cash
109000238,109/10/03,2020-10-03,"07,15,20,30,37",8000000,daily_cash
109000239,109/10/05,2020-10-05,"06,20,22,27,35",8000000,daily_cash
109000240,109/10/06,2020-10-06,"06,20,25,32,37",8000000,daily_cash
109000241,109/10/07,2020-10-07,"05,09,13,21,34",8000000,daily_cash
109000242,109/10/08,2020-10-08,"03,08,11,19,38",8000000,daily_cash
109000243,109/10/09,2020-10-09,"13,16,25,26,31",8000000,daily_cash
109000244,109/10/10,2020-10-10,"04,08,23,24,34",8000000,daily_cash
109000245,109/10/12,2020-10-12,"06,22,24,29,33",8000000,daily_cash
109000246,109/10/13,2020-10-13,"04,08,17,26,30",8000000,daily_cash
109000247,109/10/14,2020-10-14,"01,09,33,34,39",8000000,daily_cash
109000248,109/10/15,2020-10-15,"08,14,18,20,23",8000000,daily_cash
109000249,109/10/16,2020-10-16,"22,26,32,33,38",8000000,daily_cash
109000250,109/10/17,2020-10-17,"18,20,21,24,25",8000000,daily_cash
109000251,109/10/19,2020-10-19,"04,06,16,23,36",8000000,daily_cash
109000252,109/10/20,2020-10-20,"01,10,23,27,36",8000000,daily_cash
109000253,109/10/21,2020-10-21,"02,14,20,22,29",8000000,daily_cash
109000254,109/10/22,2020-10-22,"01,09,11,27,31",8000000,daily_cash
109000255,109/10/23,2020-10-23,"02,03,20,21,34",8000000,daily_cash
109000256,109/10/24,2020-10-24,"09,10,15,27,32",8000000,daily_cash
109000257,109/10/26,2020-10-26,"03,09,14,26,33",8000000,daily_cash
109000258,109/10/27,2020-10-27,"08,18,23,24,31",8000000,daily_cash
109000259,109/10/28,2020-10-28,"13,20,26,37,38",8000000,daily_cash
109000260,109/10/29,2020-10-29,"04,23,25,35,38",8000000,daily_cash
109000261,109/10/30,2020-10-30,"03,09,24,35,38",8000000,daily_cash
109000262,109/10/31,2020-10-31,"06,07,09,21,32",8000000,daily_cash
